raj,raj_id,raj_nome,juiz_diretor,email,comarca_cirscunscricao,comarca,cirscunscricao_judiciaria
5ª RAJ - Presidente Prudente,5ª RAJ,Presidente Prudente,Juiz diretor: Paulo Gimenes Alonso,(palonso@tjsp.jus.br),Teodoro Sampaio - 28ª CJ,Teodoro Sampaio,28ª CJ
5ª RAJ - Presidente Prudente,5ª RAJ,Presidente Prudente,Juiz diretor: Paulo Gimenes Alonso,(palonso@tjsp.jus.br),Tupã - 30ª CJ,Tupã,30ª CJ
5ª RAJ - Presidente Prudente,5ª RAJ,Presidente Prudente,Juiz diretor: Paulo Gimenes Alonso,(palonso@tjsp.jus.br),Tupi Paulista - 29ª CJ,Tupi Paulista,29ª CJ
5ª RAJ - Presidente Prudente,5ª RAJ,Presidente Prudente,Juiz diretor: Paulo Gimenes Alonso,(palonso@tjsp.jus.br),Angatuba - 22ª CJ,Angatuba,22ª CJ
5ª RAJ - Presidente Prudente,5ª RAJ,Presidente Prudente,Juiz diretor: Paulo Gimenes Alonso,(palonso@tjsp.jus.br),Apiaí - 49ª CJ,Apiaí,49ª CJ
5ª RAJ - Presidente Prudente,5ª RAJ,Presidente Prudente,Juiz diretor: Paulo Gimenes Alonso,(palonso@tjsp.jus.br),Boituva - 20ª CJ,Boituva,20ª CJ
5ª RAJ - Presidente Prudente,5ª RAJ,Presidente Prudente,Juiz diretor: Paulo Gimenes Alonso,(palonso@tjsp.jus.br),Buri - 49ª CJ,Buri,49ª CJ
5ª RAJ - Presidente Prudente,5ª RAJ,Presidente Prudente,Juiz diretor: Paulo Gimenes Alonso,(palonso@tjsp.jus.br),Cabreúva - 20ª CJ,Cabreúva,20ª CJ
5ª RAJ - Presidente Prudente,5ª RAJ,Presidente Prudente,Juiz diretor: Paulo Gimenes Alonso,(palonso@tjsp.jus.br),Capão Bonito - 22ª CJ,Capão Bonito,22ª CJ
5ª RAJ - Presidente Prudente,5ª RAJ,Presidente Prudente,Juiz diretor: Paulo Gimenes Alonso,(palonso@tjsp.jus.br),Cesário Lange - 22ª CJ,Cesário Lange,22ª CJ
5ª RAJ - Presidente Prudente,5ª RAJ,Presidente Prudente,Juiz diretor: Paulo Gimenes Alonso,(palonso@tjsp.jus.br),Ibiúna - 19ª CJ,Ibiúna,19ª CJ
5ª RAJ - Presidente Prudente,5ª RAJ,Presidente Prudente,Juiz diretor: Paulo Gimenes Alonso,(palonso@tjsp.jus.br),Indaiatuba - 20ª CJ,Indaiatuba,20ª CJ
5ª RAJ - Presidente Prudente,5ª RAJ,Presidente Prudente,Juiz diretor: Paulo Gimenes Alonso,(palonso@tjsp.jus.br),Itaberá - 49ª CJ,Itaberá,49ª CJ
5ª RAJ - Presidente Prudente,5ª RAJ,Presidente Prudente,Juiz diretor: Paulo Gimenes Alonso,(palonso@tjsp.jus.br),Itapetininga - 22ª CJ,Itapetininga,22ª CJ
5ª RAJ - Presidente Prudente,5ª RAJ,Presidente Prudente,Juiz diretor: Paulo Gimenes Alonso,(palonso@tjsp.jus.br),Itapeva - 49ª CJ,Itapeva,49ª CJ
5ª RAJ - Presidente Prudente,5ª RAJ,Presidente Prudente,Juiz diretor: Paulo Gimenes Alonso,(palonso@tjsp.jus.br),Itaporanga - 49ª CJ,Itaporanga,49ª CJ
5ª RAJ - Presidente Prudente,5ª RAJ,Presidente Prudente,Juiz diretor: Paulo Gimenes Alonso,(palonso@tjsp.jus.br),Itararé - 49ª CJ,Itararé,49ª CJ
5ª RAJ - Presidente Prudente,5ª RAJ,Presidente Prudente,Juiz diretor: Paulo Gimenes Alonso,(palonso@tjsp.jus.br),Itu - 20ª CJ,Itu,20ª CJ
5ª RAJ - Presidente Prudente,5ª RAJ,Presidente Prudente,Juiz diretor: Paulo Gimenes Alonso,(palonso@tjsp.jus.br),Mairinque - 19ª CJ,Mairinque,19ª CJ
5ª RAJ - Presidente Prudente,5ª RAJ,Presidente Prudente,Juiz diretor: Paulo Gimenes Alonso,(palonso@tjsp.jus.br),Piedade - 19ª CJ,Piedade,19ª CJ
5ª RAJ - Presidente Prudente,5ª RAJ,Presidente Prudente,Juiz diretor: Paulo Gimenes Alonso,(palonso@tjsp.jus.br),Pilar do Sul - 19ª CJ,Pilar do Sul,19ª CJ
5ª RAJ - Presidente Prudente,5ª RAJ,Presidente Prudente,Juiz diretor: Paulo Gimenes Alonso,(palonso@tjsp.jus.br),Porangaba - 22ª CJ,Porangaba,22ª CJ
5ª RAJ - Presidente Prudente,5ª RAJ,Presidente Prudente,Juiz diretor: Paulo Gimenes Alonso,(palonso@tjsp.jus.br),Porto Feliz - 20ª CJ,Porto Feliz,20ª CJ
5ª RAJ - Presidente Prudente,5ª RAJ,Presidente Prudente,Juiz diretor: Paulo Gimenes Alonso,(palonso@tjsp.jus.br),Salto - 20ª CJ,Salto,20ª CJ
5ª RAJ - Presidente Prudente,5ª RAJ,Presidente Prudente,Juiz diretor: Paulo Gimenes Alonso,(palonso@tjsp.jus.br),Salto de Pirapora - 19ª CJ,Salto de Pirapora,19ª CJ
5ª RAJ - Presidente Prudente,5ª RAJ,Presidente Prudente,Juiz diretor: Paulo Gimenes Alonso,(palonso@tjsp.jus.br),São Miguel Arcanjo - 22ª CJ,São Miguel Arcanjo,22ª CJ
5ª RAJ - Presidente Prudente,5ª RAJ,Presidente Prudente,Juiz diretor: Paulo Gimenes Alonso,(palonso@tjsp.jus.br),São Roque - 19ª CJ,São Roque,19ª CJ
5ª RAJ - Presidente Prudente,5ª RAJ,Presidente Prudente,Juiz diretor: Paulo Gimenes Alonso,(palonso@tjsp.jus.br),Sorocaba - 19ª CJ,Sorocaba,19ª CJ
5ª RAJ - Presidente Prudente,5ª RAJ,Presidente Prudente,Juiz diretor: Paulo Gimenes Alonso,(palonso@tjsp.jus.br),Tatuí - 22ª CJ,Tatuí,22ª CJ
5ª RAJ - Presidente Prudente,5ª RAJ,Presidente Prudente,Juiz diretor: Paulo Gimenes Alonso,(palonso@tjsp.jus.br),Votorantim - 19ª CJ,Votorantim,19ª CJ
10ª RAJ - Sorocaba,10ª RAJ,Sorocaba,Juiz diretor: Alexandre Dartanhan de Mello Guerra,(adguerra@tjsp.jus.br),Angatuba - 22ª CJ,Angatuba,22ª CJ
10ª RAJ - Sorocaba,10ª RAJ,Sorocaba,Juiz diretor: Alexandre Dartanhan de Mello Guerra,(adguerra@tjsp.jus.br),Apiaí - 49ª CJ,Apiaí,49ª CJ
10ª RAJ - Sorocaba,10ª RAJ,Sorocaba,Juiz diretor: Alexandre Dartanhan de Mello Guerra,(adguerra@tjsp.jus.br),Boituva - 20ª CJ,Boituva,20ª CJ
10ª RAJ - Sorocaba,10ª RAJ,Sorocaba,Juiz diretor: Alexandre Dartanhan de Mello Guerra,(adguerra@tjsp.jus.br),Buri - 49ª CJ,Buri,49ª CJ
10ª RAJ - Sorocaba,10ª RAJ,Sorocaba,Juiz diretor: Alexandre Dartanhan de Mello Guerra,(adguerra@tjsp.jus.br),Cabreúva - 20ª CJ,Cabreúva,20ª CJ
10ª RAJ - Sorocaba,10ª RAJ,Sorocaba,Juiz diretor: Alexandre Dartanhan de Mello Guerra,(adguerra@tjsp.jus.br),Capão Bonito - 22ª CJ,Capão Bonito,22ª CJ
10ª RAJ - Sorocaba,10ª RAJ,Sorocaba,Juiz diretor: Alexandre Dartanhan de Mello Guerra,(adguerra@tjsp.jus.br),Cesário Lange - 22ª CJ,Cesário Lange,22ª CJ
10ª RAJ - Sorocaba,10ª RAJ,Sorocaba,Juiz diretor: Alexandre Dartanhan de Mello Guerra,(adguerra@tjsp.jus.br),Ibiúna - 19ª CJ,Ibiúna,19ª CJ
10ª RAJ - Sorocaba,10ª RAJ,Sorocaba,Juiz diretor: Alexandre Dartanhan de Mello Guerra,(adguerra@tjsp.jus.br),Indaiatuba - 20ª CJ,Indaiatuba,20ª CJ
10ª RAJ - Sorocaba,10ª RAJ,Sorocaba,Juiz diretor: Alexandre Dartanhan de Mello Guerra,(adguerra@tjsp.jus.br),Itaberá - 49ª CJ,Itaberá,49ª CJ
10ª RAJ - Sorocaba,10ª RAJ,Sorocaba,Juiz diretor: Alexandre Dartanhan de Mello Guerra,(adguerra@tjsp.jus.br),Itapetininga - 22ª CJ,Itapetininga,22ª CJ
10ª RAJ - Sorocaba,10ª RAJ,Sorocaba,Juiz diretor: Alexandre Dartanhan de Mello Guerra,(adguerra@tjsp.jus.br),Itapeva - 49ª CJ,Itapeva,49ª CJ
10ª RAJ - Sorocaba,10ª RAJ,Sorocaba,Juiz diretor: Alexandre Dartanhan de Mello Guerra,(adguerra@tjsp.jus.br),Itaporanga - 49ª CJ,Itaporanga,49ª CJ
10ª RAJ - Sorocaba,10ª RAJ,Sorocaba,Juiz diretor: Alexandre Dartanhan de Mello Guerra,(adguerra@tjsp.jus.br),Itararé - 49ª CJ,Itararé,49ª CJ
10ª RAJ - Sorocaba,10ª RAJ,Sorocaba,Juiz diretor: Alexandre Dartanhan de Mello Guerra,(adguerra@tjsp.jus.br),Itu - 20ª CJ,Itu,20ª CJ
10ª RAJ - Sorocaba,10ª RAJ,Sorocaba,Juiz diretor: Alexandre Dartanhan de Mello Guerra,(adguerra@tjsp.jus.br),Mairinque - 19ª CJ,Mairinque,19ª CJ
10ª RAJ - Sorocaba,10ª RAJ,Sorocaba,Juiz diretor: Alexandre Dartanhan de Mello Guerra,(adguerra@tjsp.jus.br),Piedade - 19ª CJ,Piedade,19ª CJ
10ª RAJ - Sorocaba,10ª RAJ,Sorocaba,Juiz diretor: Alexandre Dartanhan de Mello Guerra,(adguerra@tjsp.jus.br),Pilar do Sul - 19ª CJ,Pilar do Sul,19ª CJ
10ª RAJ - Sorocaba,10ª RAJ,Sorocaba,Juiz diretor: Alexandre Dartanhan de Mello Guerra,(adguerra@tjsp.jus.br),Porangaba - 22ª CJ,Porangaba,22ª CJ
10ª RAJ - Sorocaba,10ª RAJ,Sorocaba,Juiz diretor: Alexandre Dartanhan de Mello Guerra,(adguerra@tjsp.jus.br),Porto Feliz - 20ª CJ,Porto Feliz,20ª CJ
10ª RAJ - Sorocaba,10ª RAJ,Sorocaba,Juiz diretor: Alexandre Dartanhan de Mello Guerra,(adguerra@tjsp.jus.br),Salto - 20ª CJ,Salto,20ª CJ
10ª RAJ - Sorocaba,10ª RAJ,Sorocaba,Juiz diretor: Alexandre Dartanhan de Mello Guerra,(adguerra@tjsp.jus.br),Salto de Pirapora - 19ª CJ,Salto de Pirapora,19ª CJ
10ª RAJ - Sorocaba,10ª RAJ,Sorocaba,Juiz diretor: Alexandre Dartanhan de Mello Guerra,(adguerra@tjsp.jus.br),São Miguel Arcanjo - 22ª CJ,São Miguel Arcanjo,22ª CJ
10ª RAJ - Sorocaba,10ª RAJ,Sorocaba,Juiz diretor: Alexandre Dartanhan de Mello Guerra,(adguerra@tjsp.jus.br),São Roque - 19ª CJ,São Roque,19ª CJ
10ª RAJ - Sorocaba,10ª RAJ,Sorocaba,Juiz diretor: Alexandre Dartanhan de Mello Guerra,(adguerra@tjsp.jus.br),Sorocaba - 19ª CJ,Sorocaba,19ª CJ
10ª RAJ - Sorocaba,10ª RAJ,Sorocaba,Juiz diretor: Alexandre Dartanhan de Mello Guerra,(adguerra@tjsp.jus.br),Tatuí - 22ª CJ,Tatuí,22ª CJ
10ª RAJ - Sorocaba,10ª RAJ,Sorocaba,Juiz diretor: Alexandre Dartanhan de Mello Guerra,(adguerra@tjsp.jus.br),Votorantim - 19ª CJ,Votorantim,19ª CJ
