id_setor,setor,dados_gerais,telefone,fax,email,id_unidade
3984,3º Ofício Cível,"Avenida Pedro Strini, n. 71, Jardim América - Sertãozinho/SP",(16) 3521-1596 - Ramal 3521-1596,(16) 0000-0000,sertaoz3cv@tjsp.jus.br,282
3986,2ª Vara Judicial,piso superior,(19) 3955-9503,(19) Não Informado,Não Informado,283
3987,2º Ofício Judicial,térreo,(19) 3955-9513,(19) Não Informado,socorro2@tjsp.jus.br,283
3988,Seção de Distribuição Judicial,térreo,(19) 3955-9515,(19) Não Informado,socorro@tjsp.jus.br,283
3989,1ª Vara Judicial,piso superior,(19) 3955-9501,(19) Não Informado,Não Informado,283
3990,1º Ofício Judicial,térreo,(19) 3955-9512,(19) Não Informado,socorro1@tjsp.jus.br,283
3991,Seção de Administração Geral,térreo,(19) 3955-9520,(19) Não Informado,socorroadm@tjsp.jus.br,283
3992,Secretaria e Administração Geral,térreo,(19) 3955-9520,(19) Não Informado,socorroadm@tjsp.jus.br,283
3993,Setor Técnico,piso superior,(19) 3955-9505,(19) Não Informado,carelaro@tjsp.jus.br,283
3994,Seção Administrativa de Distribuição de Mandados,piso superior,(19) 3955-9507,(19) Não Informado,mgodoy@tjsp.jus.br,283
3997,7ª Vara Cível,"Bl.B,2º andar, sala 229/233",(15) 2102-8356,(15) Não Informado,sorocaba7cv@tjsp.jus.br,284
3999,1ª Vara da Família e das Sucessões,"Bl. B,1º andar,sala 120",(15) 2102-8360,(15) Não Informado,sorocaba1fam@tjsp.jus.br,284
4001,2ª Vara da Família e das Sucessões,"Bl. B,2º andar,sala 220",(15) 2102-8360,(15) Não Informado,sorocaba2fam@tjsp.jus.br,284
4003,Vara da Infância e da Juventude,"Bl. B, térreo, sl 17/21",(15) 2102-8384,(15) Não Informado,sorocabainf@tjsp.jus.br,284
4004,Ofício da Infância e da Juventude,"Bl.A,2º andar, sl 202",(15) 2102-8384,(15) Não Informado,sorocabainf@tjsp.jus.br,284
4005,Vara do Júri e Execuções Criminais,"Bl. B, térreo,sala 42/38",(15) 2102-8374,(15) Não Informado,sorocabajur@tjsp.jus.br,284
4006,Ofício do Júri e Execuções Criminais,"Bl.A,térreo, sl 15 e 17",(15) 2102-8374,(15) Não Informado,sorocabajuri@tjsp.jus.br,284
4007,3ª Vara da Família e das Sucessões,"Bl. B,2º andar, sala 222",(15) 2102-8360,(15) Não Informado,sorocaba3fam@tjsp.jus.br,284
4009,1ª Vara Cível,"Bl.B,1º andar, sala123",(15) 2102-8352,(15) Não Informado,sorocaba1cv@tjsp.jus.br,284
4010,2ª Vara Cível,"Bl. B,1º andar, sl 126",(15) 2102-8352,(15) Não Informado,sorocaba2cv@tjsp.jus.br,284
4011,3ª Vara Cível,"Bl. B,1º andar, sala 129",(15) 2102-8352,(15) Não Informado,sorocaba3cv@tjsp.jus.br,284
4012,4ª Vara Cível,"Bl.B,1º andar, sala 128",(15) 2102-8352,(15) Não Informado,sorocaba4cv@tjsp.jus.br,284
4013,5ª Vara Cível,"Bl.B,2º andar, sala 223/227",(15) 2102-8352,(15) Não Informado,sorocaba5cv@tjsp.jus.br,284
4014,1ª Vara Criminal,"Bl. B,térreo, sala 36",(15) 2102-8362,(15) Não Informado,sorocaba1cr@tjsp.jus.br,284
4015,2ª Vara Criminal,"Bl.B,térreo, sl 39",(15) 2102-8364,(15) Não Informado,sorocaba2cr@tjsp.jus.br,284
4021,1º Ofício Criminal,"Bl. A,térreo, sl 18",(15) 2102-8362,(15) Não Informado,sorocaba1cr@tjsp.jus.br,284
4022,2º Ofício Criminal,"Bl.A,térreo, sala 16",(15) 2102-8364,(15) Não Informado,sorocaba2cr@tjsp.jus.br,284
4023,3ª Vara Criminal,"Bl. B,térreo, sala 16/20",(15) 2102-8366,(15) Não Informado,sorocaba3cr@tjsp.jus.br,284
4024,3º Ofício Criminal,"Bl.A,térreo,  sala 14",(15) 2102-8366,(15) Não Informado,sorocaba3cr@tjsp.jus.br,284
4025,Ofício da Fazenda Pública,"Bl.A,2º andar, sl 204, 206 e 208",(15) 2102-8381,(15) Não Informado,sorocabafaz@tjsp.jus.br,284
4026,.Diretoria de Serviço,"Bl.A,1º andar, sala 121",(15) 2102-8400,(15) Não Informado,sorocabaadm@tjsp.jus.br,284
4027,"Seção de Exped.,Com.,Protocolo Geral,  Reprod. e Autent.","Bl.A,térreo, sl 20, 22, 27",(15) 2102-8402,(15) Não Informado,sorocabaadm@tjsp.jus.br,284
4028,Seção de Pessoal e Corregedoria Permanente,"Bl.A,1º andar, sala 119",(15) 2102-8404,(15) Não Informado,sorocabaadm@tjsp.jus.br,284
4029,"Seção de Finanças, Patrimônio e Almoxarifado","Bl.A,1º andar,sala 122/114",(15) 2102-8410,(15) Não Informado,sorocabaadm@tjsp.jus.br,284
4030,Ofício do Juizado Especial Cível,"Bl.A,1º andar, sala 101",(15) 2102-8379,(15) Não Informado,sorocabajec@tjsp.jus.br,284
4031,Ofício de Distribuição Judicial Cível,"Bl.A,1º andar, sala 109",(15) 2102-8394,(15) Não Informado,sorocaba@tjsp.jus.br,284
4032,6ª Vara Cível,"Bl.B,2º andar, sala 228",(15) 2102-8356,(15) Não Informado,sorocaba6cv@tjsp.jus.br,284
4034,4ª Vara Criminal,"Bl.B,térreo, sala 15/11",(15) 2102-8368,(15) Não Informado,sorocaba4cr@tjsp.jus.br,284
4035,4º Ofício Criminal,"Bl.A,térreo, sala 12",(15) 2102-8368,(15) Não Informado,sorocaba4cr@tjsp.jus.br,284
4036,"Ofício de Distribuição Criminal, Contador e Partidor","Bl.A,térreo, sl 19",(15) 2102-8395,(15) Não Informado,sorocaba@tjsp.jus.br,284
4037,Setor Técnico de Serviço Social,BLOCO B - SUBSOLO- SALAS S15/20,(15) 2102-8392,(15) Não Informado,sorocabaservsocial@tjsp.jus.br,284
4038,Setor de Psicologia,"BLOCO B, SUBSOLO- SALAS S38/52",(15) 2102-8387,(15) Não Informado,sorocabapsicologia@tjsp.jus.br,284
4039,Vara da Fazenda Pública,"Bl. B, 2º andar, sl 200/212",(15) 2102-8381,(15) Não Informado,sorocabafaz@tjsp.jus.br,284
4040,1ª Vara do Juizado Especial Cível,"Bl. B,2º andar, sl 201/205",(15) 2102-8379,(15) Não Informado,sorocabajec@tjsp.jus.br,284
4041,2ª Vara do Juizado Especial Cível,"Bl.B,1º andar, sl 106/110",(15) 2102-8379,(15) Não Informado,sorocabajec@tjsp.jus.br,284
4042,Setor de Mediação e Conciliação,"Bl.A, TÉRREO, sala 10",(15) 2102-8399,(15) Não Informado,sorocabacons@tjsp.jus.br,284
4043,OAB - SOROCABA,"Bl.A,2º andar, sl 210",(15) 3228-6886,(15) Não Informado,Não Informado,284
4044,Defensoria Pública,"Bl.B,térreo, sl 28",(15) 3414-1800,(15) Não Informado,Não Informado,284
4045,Banco do Brasil,"Bl. A, 1º andar-sala 114/115",(15) 4004-0001,(15) Não Informado,Não Informado,284
4046,PROMOTORIA DE JUSTIÇA,BLOCO B,(15) 3228-6185,(15) Não Informado,Não Informado,284
4048,CEDES-APAMAGIS,BLOCO B- 1º andar - sala 114,(15) 2102-8411,(15) Não Informado,Não Informado,284
4050,UNIDADE ADMINISTRATIVA DA CENTRAL DE MANDADOS,"BLOCO ""A"" - CARTÓRIO - 2º ANDAR- SALA 200",(15) 2102-8397,(15) Não Informado,sorocabasadm@tjsp.jus.br,284
4058,Vara do Juizado Especial Criminal e da Violência Doméstica e Familiar contra a Mulher,"Bloco B, Térreo- Sala 33/37",(15) 2102-8370,(15) Não Informado,sorocabajecrimvd@tjsp.jus.br,284
4061,Ofício do JECRIM e Violência Doméstica contra a mulher,BLOCO A - 1º ANDAR - SALA 100,(15) 2102-8370,(15) Não Informado,sorocabajecrimvd@tjsp.jus.br,284
4063,1ª Vara Criminal,Rua Antonio de Carvalho nº 170 - 1º andar,(19) 3309-2624,(19) Não Informado,sumare1cr@tjsp.jus.br,285
4064,Ofício Criminal,Rua Antonio de Carvalho nº 170,(19) 3309-2624,(19) Não Informado,sumare2cr@tjsp.jus.br,285
4065,1º Vara Cível,Rua Antonio de Carvalho nº 170,(19) 3309-2626,(19) Não Informado,upj1a4civsumare@tjsp.jus.br,285
4066,2º Vara Cível,"Rua Antonio de Carvalho nº 170 - 1º andar - Centro, Sumaré-SP",(19) 3309-2626,(19) Não Informado,upj1a4civsumare@tjsp.jus.br,285
4067,1º Ofício Cível,Rua Antonio de Carvalho nº 170 - térreo,(19) 3309-2626,(19) Não Informado,upj1a4civsumare@tjsp.jus.br,285
4068,2º Ofício Cível,"Rua Antonio de Carvalho nº 170, Centro, Sumaré-SP - CEP.: 13.170-901",(19) 3309-2626,(19) Não Informado,upj1a4civsumare@tjsp.jus.br,285
4069,Ofício de Distribuição Judicial,Rua Antonio de Carvalho nº 170 - 1º andar,(19) 3309-2650,(19) Não Informado,sumare@tjsp.jus.br,285
4070,3º Vara Cível,Rua Antonio de Carvalho nº 170,(19) 3309-2626,(19) Não Informado,sumare3cv@tjsp.jus.br,285
4071,3º Ofício Cível,Rua Antonio de Carvalho nº 170,(19) 3309-2626,(19) Não Informado,upj1a4civsumare@tjsp.jus.br,285
4073,2ª Vara  Criminal,Rua Antonio de Carvalho nº 170,(19) 3309-2624,(19) Não Informado,sumare2cr@tjsp.jus.br,285
4074,Setor de Protocolo,"Rua Antonio de Carvalho, nº 170",(19) 3309-2634,(19) Não Informado,Não Informado,285
4075,Diretoria de Serviço de Administração Geral,Rua Antonio de Carvalho nº 170,(19) 3309-2644,(19) Não Informado,sumareadm@tjsp.jus.br,285
4076,Serviço Social e Psicologia do Fórum,Rua Antonio de Carvalho nº 170 - térreo,(19) 3309-2649,(19) Não Informado,Não Informado,285
4077,Central de Mandados,Rua Antonio de Carvalho nº 170,(19) 3309-2618,(19) Não Informado,sumaresadm@tjsp.jus.br,285
4078,Copa dos magistrados,Rua Antonio de Carvalho nº 170 - 1º andar,(19) Não Informado,(19) Não Informado,Não Informado,285
4079,Copa dos funcionários,Rua Antonio de Carvalho nº 170,(19) Não Informado,(19) Não Informado,Não Informado,285
4080,Juizado Especial Cível,Coordenador - Vanderli Aparecida de Souza,(11) 3489-2445,(11) Não Informado,Não Informado,286
4081,4ª Vara Cível,Anexo: 1º e 2º Cartórios de Notas,(11) 3489-2443,(11) Não Informado,suzano4cv@tjsp.jus.br,286
4082,4º Ofício Cível,Coordenadora: Luciana Maria de Lima Maluf Bastos,(11) 3489-2443,(11) Não Informado,suzano4cv@tjsp.jus.br,286
4083,2ª Vara Criminal,"Anexo:Júri, Execuções Criminais, Corregedoria da Polícia, Violência Doméstica",(11) 3489-2434,(11) Não Informado,suzano2cr@tjsp.jus.br,286
4084,2º Ofício Criminal,Coordenador: Vanderlei Benedito de Oliveira,(11) 3489-2434,(11) Não Informado,suzano2cr@tjsp.jus.br,286
4085,1ª Vara Criminal,Anexo: Vara da Infância e da Juventude,(11) 3489-2437,(11) Não Informado,suzano1cr@tjsp.jus.br,286
4086,1ª Vara Judicial,1º andar,(11) Não Informado,(11) Não Informado,Não Informado,286
4087,1º Ofício Criminal,Coordenador: José Ronan Ferraz,(11) 3489-2437,(11) Não Informado,suzano1cr@tjsp.jus.br,286
4088,1º Ofício Cível,Coordenador: Paulo Sergio Irente,(11) 3489-2412,(11) Não Informado,suzano1cv@tjsp.jus.br,286
4089,2ª Vara Cível,Anexo: Cartório de Registo Cívil e Central de Mandados,(11) 3489-2438,(11) Não Informado,suzano2cv@tjsp.jus.br,286
4090,2º Ofício Judicial,Coordenador: Alessandro Freitas Ferraz,(11) 3489-2438,(11) Não Informado,Não Informado,286
4091,Administração,Supervisora de Serviço - Roseli Molinari Dias,(11) 3489-2431,(11) Não Informado,admsuzano@tjsp.jus.br,286
4092,"Seção de Expediente, Finanças e Arquivo",Não Informado,(11) 3489-2431,(11) Não Informado,suzanoadm@tjsp.jus.br,286
4093,Seção de Pessoal e Corregedoria,Chefe de Seção Judiciário -  Neilo Walter dos Santos,(11) 3489-2425,(11) Não Informado,suzanoadm@tjsp.jus.br,286
4094,Ofício de Distribuição Judicial,Chefe de Seção Judiciário - Lucas Nunes Olejnik,(11) 3489-2426,(11) Não Informado,suzano@tjsp.jus.br,286
4095,3ª Vara Cível,Anexo: Cartório de Registro de Imóveis,(11) 3489-2448,(11) Não Informado,suzano3cv@tjsp.jus.br,286
4096,3º Ofício Cível,Coordenador - Wagner Winkler de Oliveira,(11) 3489-2448,(11) Não Informado,suzano3cv@tjsp.jus.br,286
4097,Diretoria de Serviço de Administração Geral,Juiz Diretor do Fórum Dr. Ricardo Tseng Kuei Hsu,(11) 3489-2431,(11) Não Informado,admsuzano@tjsp.jus.br,286
4098,Central de Mandados,Chefe de Seção Judiciário -  Sidnei Jose Barbosa da Silva,(11) 3489-2417,(11) Não Informado,Não Informado,286
4099,1ª Vara Cível,Anexo: Serviço Anexo das Fazendas,(11) 3489-2441,(11) Não Informado,suzano1cv@tjsp.jus.br,286
4100,Setor Psicossocial,Psicólogo (3489-2427) - Assistente Social (3489-2436),(11) 3489-2427 - Ramal Psicólogo,(11) Não Informado,Não Informado,286
4101,Seção de Administração Geral,Chefe de Seção Judiciária - Marina de Carvalho Landell,(17) 3562-9901,(17) Não Informado,tabapuaadm@tjsp.jus.br,287
4102,Vara Judicial,térreo,(17) 3562-9902,(17) Não Informado,patriciacsantos@tjsp.jus.br,287
4103,Ofício Judicial,Supervisor de Serviço - Fábio Luis Racoltti,(17) 3562-9908,(17) Não Informado,tabapua@tjsp.jus.br,287
4104,Distribuidor,Fábio Luis Racoltti,(17) 3562-9908,(17) Não Informado,tabapua@tjsp.jus.br,287
4105,Protocolo Geral,Não Informado,(17) 3562-9901,(17) Não Informado,tabapuaadm@tjsp.jus.br,287
4106,Copa dos magistrados,Não Informado,(17) Não Informado,(17) Não Informado,Não Informado,287
4107,Copa dos servidores,Não Informado,(17) Não Informado,(17) Não Informado,Não Informado,287
4108,Central de Atendimento,Não Informado,(17) 3562-9901,(17) Não Informado,Não Informado,287
4109,3ª Vara Cível e Família,Não Informado,(11) Não Informado,(11) Não Informado,Não Informado,288
4110,1ª Vara Cível e Família,Não Informado,(11) Não Informado,(11) Não Informado,Não Informado,288
4111,2ª Vara Cível e Família,Não Informado,(11) Não Informado,(11) Não Informado,Não Informado,288
4112,Seção de Administração Geral,Térreo,(11) 2844-1032,(11) Não Informado,taboaoadm@tjsp.jus.br,288
4113,Seção de Distribuição Judicial,Térreo,(11) 2844-1034,(11) Não Informado,taboao@tjsp.jus.br,288
4114,Vara do Juizado Especial Cível e Criminal,Não Informado,(11) 2844-1002,(11) Não Informado,taboaojec@tjsp.jus.br,288
4115,Ofício do Juizado Especial Cível e Criminal,Não Informado,(11) 2844-1002,(11) Não Informado,taboaojec@tjsp.jus.br,288
4116,Banco do Brasil,Não Informado,(11) 4701-6885,(11) Não Informado,Não Informado,288
4117,Ofício do Anexo das Fazendas,"Endereço: Avenida Paulo Ayres nº 470,Pq.Pinheiros, Cep. nº 06767220",(11) 4503-9551,(11) Não Informado,taboaofaz@tjsp.jus.br,288
4118,Ofício Criminal,Térreo,(11) 2844-1019,(11) Não Informado,taboaocr@tjsp.jus.br,288
4119,Ofício da Família,Não Informado,(11) 2844-1013,(11) Não Informado,taboaofam@tjsp.jus.br,288
4120,1º Ofício Cível,Não Informado,(11) 2844-1023,(11) Não Informado,taboao1cv@tjsp.jus.br,288
4121,Vara Criminal,Térreo,(11) 2844-1018,(11) Não Informado,Não Informado,288
4122,Central de Mandados,Não Informado,(11) 2844-1028,(11) Não Informado,Não Informado,288
4123,2º Ofício Cível,Não Informado,(11) 2844-1023,(11) Não Informado,taboao2cv@tjsp.jus.br,288
4124,3º Ofício Cível,Não Informado,(11) 2844-1023,(11) Não Informado,taboao3cv@tjsp.jus.br,288
4125,Juizado Especial Cível e Criminal,Não Informado,(19) 2184-5102,(19) Não Informado,tambaujec@tjsp.jus.br,289
4126,Vara Judicial,Não Informado,(19) 2184-5106,(19) Não Informado,tambau@tjsp.jus.br,289
4127,Ofício Judicial,Não Informado,(19) 2184-5109,(19) Não Informado,tambau@tjsp.jus.br,289
4128,Seção de Administração Geral,1º andar,(19) 2184-5107,(19) Não Informado,tambauadm@tjsp.jus.br,289
4129,Ministério Público,1º andar,(19) 3673-2718,(19) Não Informado,Não Informado,289
4130,Setor Técnico de Serviço Social,1º andar,(19) 2184-5105,(19) Não Informado,tambauservicosocial@tjsp.jus.br,289
4131,Subsecção da OAB de Tambaú,térreo,(19) 3673-2353,(19) 3673-4191,Não Informado,289
4132,Cartório Eleitoral da Comarca de Tambaú,"Avenida José Gatto, 964",(19) 3673-3055,(19) 3673-3055,Não Informado,289
4133,Juizado Especial Cível e Criminal,"End. Pç. Stélio Machado loureiro, s/n. - Pav. Superior da Estação Rodoviária.",(17) 2221-5115 - Ramal ATENDIMENTO,(17) Não Informado,Não Informado,290
4134,2ª Vara Judicial,Não Informado,(17) 2221-5166 - Ramal Vara Cível,(17) Não Informado,tanabi2@tjsp.jus.br,290
4135,2º Ofício Judicial,Térreo -Sala,(17) Não Informado,(17) Não Informado,tanabi2@tjsp.jus.br,290
4136,Seção de Distribuição Judicial,Térreo- Sala,(17) 2221-5161 - Ramal ATENDIMENTO,(17) Não Informado,tanabi@tjsp.jus.br,290
4137,1ª Vara Judicial,"Praça Stélio Machado Loureiro, 273, Tanabi-SP",(17) 2221-5155 - Ramal 1 Vara Cível,(17) Não Informado,tanabi1@tjsp.jus.br,290
4138,1º Ofício Judicial,"Praça Stélio Machado Loureiro, 273, Tanabi-SP",(17) 2221-5155 - Ramal Vara Cível,(17) Não Informado,tanabi1@tjsp.jus.br,290
4139,Seção de Administração Geral,Piso Superior,(17) 2221-5157 - Ramal ATENDIMENTO,(17) Não Informado,tanabiadm@tjsp.jus.br,290
4140,1ª promotoria,Piso Superior,(17) 3274-2699,(17) 3274-2699,Não Informado,290
4141,2ª Promotoria,Piso Superior,(17) 3272-1979,(17) 3272-1979,Não Informado,290
4142,serviço social,"Pç. Stélio Machado Loureiro, s/nº, Pavimento Superior Est.Rodoviária",(17) Não Informado,(17) Não Informado,tanabiservicosocial@tjsp.jus.br,290
4143,Central de Mandados,"Praça Stelio Machado Loureiro, snº- Pavimento Superior Est.Rodoviária",(17) 2221-5110 - Ramal CHEFE SEÇAO,(17) Não Informado,tanabisadm@tjsp.jus.br,290
4144,Copa,Não Informado,(17) Não Informado,(17) Não Informado,Não Informado,290
4145,Central de Atendimento,SETORES TÉCNICOS,(17) 2221-5102 - Ramal PSICÓLOGA,(17) Não Informado,Não Informado,290
4146,1ª Vara Judicial,GABINETE DO JUIZ,(16) Não Informado,(16) Não Informado,Não Informado,291
4147,1º Ofício Judicial,Responsável: Lúcia Helena Sartori,(16) 3253-9833 - Ramal Seção Cível,(16) Não Informado,taquaritinga1@tjsp.jus.br,291
4148,Seção de Administração Geral,Responsável: Daniela Cristina Telles Venancio,(16) 3253-9840,(16) Não Informado,taquaritingaadm@tjsp.jus.br,291
4149,2ª Vara Judicial,GABINETE DO JUIZ,(16) Não Informado,(16) Não Informado,Não Informado,291
4150,2º Ofício Judicial,Responsável: Cláudia Cristiane Santanna Pereira Simieli,(16) 3253-9839 - Ramal Seção Cível,(16) Não Informado,taquaritinga2@tjsp.jus.br,291
4151,Seção de Distribuição Judicial,Responsável: Humberto Marquezi Pirola,(16) 3253-9825,(16) Não Informado,taquaritinga@tjsp.jus.br,291
4152,3ª Vara Judicial,GABINETE DO JUIZ,(16) Não Informado,(16) Não Informado,Não Informado,291
4153,3ª Ofício,Responsável: Greice Juliana Michelin,(16) 3253-9821 - Ramal Seção Cível,(16) Não Informado,taquaritinga3@tjsp.jus.br,291
4154,Copa,Não Informado,(16) Não Informado,(16) Não Informado,Não Informado,291
4155,Juizado Especial Cível e Criminal,Não Informado,(14) 3762-8615,(14) Não Informado,taquaritubajec@tjsp.jus.br,292
4157,Vara Judicial,Não Informado,(14) 3762-8605,(14) Não Informado,taquarituba@tjsp.jus.br,292
4158,Ofício Judicial - Seção Cível,Não Informado,(14) 3762-8604,(14) Não Informado,taquarituba@tjsp.jus.br,292
4160,Seção de Administração Geral,Terreo,(14) 3762-8605,(14) Não Informado,taquaritubaadm@tjsp.jus.br,292
4161,Salão do Júri,Não Informado,(14) 3762-8605,(14) Não Informado,Não Informado,292
4162,Sala de Audiências - Jurí,Não Informado,(14) 3762-8605,(14) Não Informado,Não Informado,292
4164,3ª Vara Cível,Não Informado,(15) 2102-5534,(15) Não Informado,tatui3cv@tjsp.jus.br,293
4165,3º Ofício Cível,Não Informado,(15) 2102-5534,(15) Não Informado,tatui3cv@tjsp.jus.br,293
4166,1ª Vara Cível,2º andar,(15) 2102-5524,(15) Não Informado,tatui1cv@tjsp.jus.br,293
4167,2ª Vara Cível,Não Informado,(15) 2102-5517,(15) Não Informado,tatui2cv@tjsp.jus.br,293
4168,1º Ofício Cível,1º andar,(15) 2102-5524,(15) Não Informado,tatui1cv@tjsp.jus.br,293
4169,2º Ofício  Cível,1º andar,(15) 2102-5517,(15) Não Informado,tatui2cv@tjsp.jus.br,293
4170,Serviço Anexo das Fazendas,Não Informado,(15) 2102-5529,(15) Não Informado,tatuifaz@tjsp.jus.br,293
4171,Diretoria de Serviço da Administração Geral,Não Informado,(15) 2102-5556,(15) Não Informado,tatuiadm@tjsp.jus.br,293
4172,Seção de Distribuição Judicial,térreo,(15) 2102-5542,(15) Não Informado,tatui@tjsp.jus.br,293
4173,1ª vara criminal,Não Informado,(15) 2102-5619,(15) Não Informado,tatui1cr@tjsp.jus.br,293
4175,Juizado Especial Cível e Criminal,1º andar,(15) 2102-5554,(15) Não Informado,tatuijec@tjsp.jus.br,293
4176,2ª Vara criminal,Não Informado,(15) 2102-5619,(15) Não Informado,tatui1cr@tjsp.jus.br,293
4177,Vara do Juizado Especial Civel e Criminal,Não Informado,(15) 2102-5519,(15) Não Informado,tatuijec@tjsp.jus.br,293
4178,Central de Mandados,Não Informado,(15) 2102-5549,(15) Não Informado,tatuisadm@tjsp.jus.br,293
4179,Ofício do Júri e da Infância e da Juventude,térreo,(12) 2124-9107,(12) 2124-9107,taubatevj@tjsp.jus.br,294
4180,1º Ofício Criminal,terreo,(12) 2124-9110,(12) 2124-9110,taubate1cr@tjsp.jus.br,294
4181,1ª Vara Criminal,térreo,(12) 2124-9109,(12) 2124-9109,taubate1cr@tjsp.jus.br,294
4182,2ª Vara Criminal,térreo,(12) 2124-9111,(12) 2124-9111,taubate2cr@tjsp.jus.br,294
4183,2º Ofício Criminal,"Pça. Mons. Silva Barros, s/n°,centro Taubaté CEP 12070-070",(12) 2124-9112,(12) 2124-9112,taubate2cr@tjsp.jus.br,294
4184,Ofício de Distribuição Judicial Cível,térreo,(12) 2124-9104,(12) Não Informado,taubate@tjsp.jus.br,294
4185,3ª Vara Criminal,1º andar,(12) 2124-9113,(12) 2124-9113,taubate3cr@tjsp.jus.br,294
4186,3º Ofício Criminal,terreo,(12) 2124-9114,(12) Não Informado,taubate3cr@tjsp.jus.br,294
4187,Vara do Júri e da Infância e da Juventude,térreo,(12) 2124-9108,(12) 2124-9108,Não Informado,294
4188,Distribuidor Criminal,térreo,(12) 2124-9104,(12) Não Informado,taubate@tjsp.jus.br,294
4189,Setor Técnico de Serviço Social e Psicologia,térreo,(12) 2124-9106,(12) Não Informado,taubatepsicologia@tjsp.jus.br,294
4190,Copa,Não Informado,(12) Não Informado,(12) Não Informado,Não Informado,294
4191,5ª Vara Cível,1º andar,(12) 2124-9208,(12) Não Informado,taubate5cv@tjsp.jus.br,295
4192,5º Ofício Cível,térreo,(12) 2124-9208,(12) Não Informado,taubate5cv@tjsp.jus.br,295
4193,1º Ofício Cível,térreo,(12) 2124-9206,(12) Não Informado,Não Informado,295
4194,Vara da Família e das Sucessões,1º andar,(12) 2124-9225,(12) Não Informado,taubatefam@tjsp.jus.br,295
4195,2ª Vara Cível,1º andar,(12) 2124-9228,(12) 2124-9221,taubate2cv@tjsp.jus.br,295
4196,3ª Vara Cível,Não Informado,(12) 2124-9248,(12) Não Informado,taubate3cv@tjsp.jus.br,295
4197,Ofício da Família e das Sucessões,terreo,(12) 2124-9222,(12) Não Informado,taubate2fam@tjsp.jus.br,295
4198,2º Ofício Cível,térreo,(12) 2124-9228,(12) 2124-9221,taubate2cv@tjsp.jus.br,295
4199,3º Ofício Cível,Térreo,(12) 2124-9248,(12) Não Informado,taubate3cv@tjsp.jus.br,295
4200,Ofício de Distribuição Judicial Cível,Não Informado,(12) Não Informado,(12) Não Informado,Não Informado,295
4201,Vara do Juizado Especial Cível e Criminal,1º andar,(12) 2124-9245,(12) Não Informado,taubatejec@tjsp.jus.br,295
4202,Diretoria de Serviço de Administração-Cível,Não Informado,(12) 2124-9258,(12) Não Informado,taubateadm@tjsp.jus.br,295
4203,1ª Vara Cível,Não Informado,(12) Não Informado,(12) Não Informado,taubate1cv@tjsp.jus.br,295
4204,Seção de Pessoal e Corregedoria,Não Informado,(12) Não Informado,(12) Não Informado,Não Informado,295
4205,4ª Vara Cível,1º andar,(12) 2124-9240,(12) 2124-9243,taubate4cv@tjsp.jus.br,295
4206,4º Ofício Cível,térreo,(12) 2124-9243,(12) Não Informado,taubate4cv@tjsp.jus.br,295
4207,Ofício do Juizado Especial Cível e Criminal,térreo,(12) 2124-9205,(12) 2124-9245 - Ramal JECRIM,taubatejec@tjsp.jus.br,295
4208,Central de Atendimento,CENTRAL DE MANDADOS,(12) Não Informado,(12) Não Informado,Não Informado,295
4209,Copa dos magistrados,Não Informado,(12) Não Informado,(12) Não Informado,Não Informado,295
4210,Copa dos funcionários,Não Informado,(12) Não Informado,(12) Não Informado,Não Informado,295
4211,Juizado Especial Cível,Escrivão- ADRIANO ALVES FARAH,(15) 2108-9311,(15) 2108-9308,tietejec@tjsp.jus.br,297
4212,2ª Vara Judicial,MM.Juiz- BRUNO HENRIQUE DI FIORE MANUEL,(15) 2108-9322,(15) Não Informado,bhenriquem@tjsp.jus.br - Ramal JUIZ,297
4213,2º Ofício Judicial,Escrivã - MARIA HELENICE BORTOLETTO BASSO,(15) 2108-9317 - Ramal 2º Of. Civel,(15) 2108-9323,tiete2@tjsp.jus.br,297
4214,Seção de Distribuição Judicial,Chefe - MARLI INÊS GHIRALDI ZANELATI,(15) 2108-9303,(15) 2108-9303,tiete@tjsp.jus.br,297
4215,1ª Vara Judicial,MM. Juíza - RENATA XAVIER DA SILVA SALMASO,(15) 2108-9304,(15) Não Informado,renatasilva@tjsp.jus.br - Ramal juíza,297
4216,1º Ofício Judicial,escrivão - JULIO CESAR JUAREZ AMORIM,(15) 2108-9304,(15) Não Informado,tiete1@tjsp.jus.br,297
4217,Seção de Administração Geral,Chefe - CLÁUDIA PASQUOTO LOPES,(15) 2108-9301,(15) 2108-9301,tieteadm@tjsp.jus.br,297
4218,Central de Mandados,Chefe - SYLVIA REGINA PEDREIRA CHAGAS MARINO,(15) 2108-9321,(15) Não Informado,tietesadm@tjsp.jus.br,297
4219,Copa,Não Informado,(15) Não Informado,(15) Não Informado,Não Informado,297
4220,Central de Atendimento,Não Informado,(15) Não Informado,(15) Não Informado,Não Informado,297
4221,Juizado Especial Cível e Criminal,sala,(12) 2125-7355,(12) Não Informado,tremembejec@tjsp.jus.br,298
4222,Seção de Distribuição Judicial,sala,(12) 2125-7367,(12) Não Informado,tremembé@tjsp.jus.br,298
4223,2ª Vara Judicial,sala,(12) 2125-7365 - Ramal Criminal,(12) Não Informado,tremembe2@tjsp.jus.br,298
4224,2º Ofício Judicial,sala,(12) 2125-7365 - Ramal Criminal,(12) Não Informado,tremembe2@tjsp.jus.br,298
