id_unidade,unidade,telefone,fax,email,cj,num_varas_instaladas,entrancia,dist_capital,tensao_eletrica,endereco_lougradouro,endereco_cep,endereco_municipio,endereco_uf,id_comarca,comarca_corrigido,id_cj
714,Fórum II da Comarca de Orlândia (CEJUSC),(16) 2174-6222,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,Não Informado,"Avenida 02 , 757 - centro",14620-000,Orlândia,SP,,,
715,Fórum Osasco (CEJUSC),(11) 3683-8950,Não Informado,Não Informado,Osasco,0,Entrância Final,15.99 Km,110V,"Avenida dos Autonomistas , 3107 - CENTRO",06090-023,Osasco,SP,3534401.0,Osasco,4.0
716,Fórum ca Comarca de Ouroeste II (CEJUSC),Não Informado,Não Informado,Não Informado,Fernandópolis,0,Entrância Inicial,551.62 Km,110V,"Rua Brás Cubas , 1315 - Centro",15685-000,Ouroeste,SP,3534757.0,Ouroeste,18.0
717,Fórum II Panorama (CEJUSC),(18) 3871-3691,Não Informado,Não Informado,Dracena,0,Entrância Inicial,589.49 Km,110V,"Rua Aurora Francisco de Camargo , 718 - Centro",17980-000,Panorama,SP,3535408.0,Panorama,29.0
718,Fórum II Paulínia (CEJUSC),(19) 3844-0274,(19) 3578-8635,Não Informado,Campinas,0,Entrância Intermediária,102.28 Km,110V,"Avenida Getúlio Vargas , 451 - Nova Paulínia",13140-315,Paulínia,SP,3536505.0,Paulínia,8.0
719,X-Fórum II Pereira Barreto (CEJUSC) [desativado],Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,Não Informado,"Rua Francisco Paschoal Netto , 1360 - Centro",15370-000,Pereira Barreto,SP,,,
720,Fórum Piedade III (CEJUSC),(15) 3244-2999,(15) 2102-5902,Não Informado,Sorocaba,0,Entrância Inicial,82.71 Km,110V,"Rua Marechal Deodoro da Fonseca , 198 - centro",18170-000,Piedade,SP,3537800.0,Piedade,19.0
721,Fórum Piracicaba V - (CEJUSC),(19) 3372-3100,(19) 3375-7834,Não Informado,Piracicaba,0,Entrância Final,138.21 Km,110V,"Rua bernardino de Campos , 55 - dos Alemães",13417-901,Piracicaba,SP,3538709.0,Piracicaba,34.0
722,CEJUSC -  Piraju [desativado],(14) 3351-4457,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,Não Informado,"Rua João Hailer , 837 - Centro",18800-000,Piraju,SP,,,
723,Fórum Poá III (CEJUSC),(11) 4639-3146,Não Informado,Não Informado,Mogi das Cruzes,0,Entrância Intermediária,29.75 Km,110V,"Av. Pref. Jorge Francisco Correia Allen , 87 - Centro",08562-000,Poá,SP,3539806.0,Poá,45.0
724,Fórum Porto Ferreira III - (CEJUSC),Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,Não Informado,"Rua Dr. Carlindo Valeriani , 525 - Centro",13660-000,Porto Ferreira,SP,,,
725,Fórum Presidente Prudente II (CEJUSC),(18) 3399-1100,Não Informado,Não Informado,Presidente Prudente,0,Entrância Final,512.04 Km,110V,"Rua Marechal Floriano Peixoto , 342 - Vila Marcondes",19030020,Presidente Prudente,SP,3541406.0,Presidente Prudente,27.0
726,Fórum São Manuel III (CEJUSC),Não Informado,Não Informado,Não Informado,Botucatu,0,Entrância Inicial,217.70 Km,110V,"Vicinal Dr. Nilo Lisboa Chavasco , 5000, Bloco A - Faculdade Marechal Rondon",18650-000,São Manuel,SP,3550100.0,São Manuel,23.0
727,Fórum Sumaré III - Cejusc,Não Informado,Não Informado,Não Informado,Americana,0,Entrância Final,103.32 Km,110V,"Rua João Francisco Ramos , 35 - não declarado",13170-028,Sumaré,SP,3552403.0,Sumaré,53.0
728,Fórum Suzano II - (Cejusc),(11) 4747-6961,Não Informado,Não Informado,Mogi das Cruzes,0,Entrância Final,33.13 Km,110V,"Rua Baruel , 126 - Centro",08675-000,Suzano,SP,3552502.0,Suzano,45.0
729,Fórum Taubaté V - (Cejusc),Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,Não Informado,"Rua Alemanha , 179 - Jardim das Nações",12030-430,Taubaté,SP,,,
730,Fórum da Comarca de Tietê II (Cejusc),(15) 3282-7083,Não Informado,Não Informado,Piracicaba,0,Entrância Inicial,120.81 Km,110V,"Rua Bento Antonio de Moraes , 78 - Centro",18530-000,Tietê,SP,3554508.0,Tietê,34.0
731,Forum de Tupã III - Cejusc,(14) 3491-3116,Não Informado,Não Informado,Tupã,0,Entrância Final,436.22 Km,220V,"Avenida Doutor Edu Teixeira de Mendonça , 615 - Jardim América",17605-240,Tupã,SP,3555000.0,Tupã,30.0
732,Fórum da Comarca de Urânia II (Cejusc),Não Informado,Não Informado,Não Informado,Jales,0,Entrância Inicial,552.82 Km,110V,"Rua Ademar de Barros , 1825 - Nossa Senhora de Fátima",15760-000,Urânia,SP,3555802.0,Urânia,55.0
733,Prédio do CEJUSC I Sorocaba,(15) 3211-1391,Não Informado,Não Informado,Sorocaba,0,Entrância Final,83.96 Km,110V,"Rua Guaicurus , 126 - Vila Leão",18035-430,Sorocaba,SP,3552205.0,Sorocaba,19.0
734,Prédio do CEJUSC II Sorocaba – Casa do Cidadão de Brigadeiro Tobias,(15) 3211-1391,Não Informado,Não Informado,Sorocaba,0,Entrância Final,83.96 Km,110V,"Avenida Bandeirantes , 4155 - não consta",18108-000,Sorocaba,SP,3552205.0,Sorocaba,19.0
735,Prédio do CEJUSC III Sorocaba – Casa do Cidadão do Éden,(15) 3211-1391,Não Informado,Não Informado,Sorocaba,0,Entrância Final,83.96 Km,110V,"Rua Bonifácio de Oliveira , 80 - não consta",18103-970,Sorocaba,SP,3552205.0,Sorocaba,19.0
736,Prédio do CEJUSC IV Sorocaba – Casa do Cidadão de Ipanema,(15) 3211-1391,Não Informado,Não Informado,Sorocaba,0,Entrância Final,83.96 Km,110V,"Avenida Ipanema , 3439 - não consta",18070-971,Sorocaba,SP,3552205.0,Sorocaba,19.0
737,Prédio do CEJUSC V Sorocaba – Casa do Cidadão da Itavuvu,(15) 3211-1391,Não Informado,Não Informado,Sorocaba,0,Entrância Final,83.96 Km,110V,"Avenida Itavuvu , 3415 - não consta",18078-970,Sorocaba,SP,3552205.0,Sorocaba,19.0
738,Prédio do CEJUSC VI Sorocaba – Casa do Cidadão do Jardim Ipiranga,(15) 3211-1391,Não Informado,Não Informado,Sorocaba,0,Entrância Final,83.96 Km,110V,"Rua Estado de Israel , 424 - não consta",18055-970,Sorocaba,SP,3552205.0,Sorocaba,19.0
739,Fórum Caraguatatuba IV (Central de Mandados e Arquivo),(12) 3203-1923,Não Informado,Não Informado,Caraguatatuba,0,Entrância Final,124.88 Km,220V,"Praça Jose Rebelo da Cunha , 73 - Sumaré",11661-050,Caraguatatuba,SP,3510500.0,Caraguatatuba,51.0
741,Prédio da Tabatinguera 164,Não Informado,Não Informado,Não Informado,São Paulo,0,Não Informado,0.00 Km,110V,"Rua Tabatinguera , 164 - Centro",01020-000,São Paulo,SP,3550308.0,São Paulo,0.0
742,"Fórum Santa Cruz das Palmeiras II (S. Técnico, CEJUSC e Cart. Eleitoral)",(19) 3672-1117,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,Não Informado,"Rua Santa Cruz , 468 - Centro",13650-013,Santa Cruz das Palmeiras,SP,,,
743,Fórum III  Mongaguá (desativado),Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,Não Informado,"Av. São Paulo , 300 - Vila São Paulo",11730-000,Mongaguá,SP,,,
744,Fórum Ibitinga (Arquivo) III,Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,Não Informado,"Rua Bom Jesus , 628 - Centro",14940-000,Ibitinga,SP,,,
745,Fórum de Campo Limpo Paulista (Anexo),Não Informado,Não Informado,Não Informado,Jundiaí,0,Entrância Intermediária,40.92 Km,220V,"Rua Marechal Deodoro da Fonseca , 530 - Vila Tavares",13230-130,Campo Limpo Paulista,SP,3509601.0,Campo Limpo Paulista,5.0
746,Residencia oficial,Não Informado,Não Informado,Não Informado,Barretos,0,Entrância Inicial,398.52 Km,110V,"Av. 13 , 109 - Centro",14790-000,Guaíra,SP,3517406.0,Guaíra,14.0
747,Fórum Peruíbe I,Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,Não Informado,"Rua Nilo Soares Ferreira , 185 - Centro",11750-000,Peruíbe,SP,,,
748,Fórum Mococa II (Residência),Não Informado,Não Informado,Não Informado,Casa Branca,0,Entrância Intermediária,234.36 Km,110V,"Rua Cap. José de Figueiredo , 191 - Centro",13730050,Mococa,SP,3530508.0,Mococa,43.0
749,Fórum Bastos [desativado],(14) 3478-3001,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,Não Informado,"Rua Vereador Shigueru Shida , 41 - Jardim Hikari",17690-000,Bastos,SP,,,
750,Fórum Espírito Santo do Pinhal III (CEJUSC),(19) 3651-9612,Não Informado,Não Informado,São João da Boa Vista,0,Entrância Inicial,151.27 Km,110V,"Avenida Hélio Vergueiro Leite , s/n - (UNIPINHAL)",13990-000,Espírito Santo do Pinhal,SP,3515186.0,Espírito Santo do Pinhal,50.0
751,Fórum Iacanga II (CEJUSC),(14) 3294-2119,(14) 3294-2119,Não Informado,Araraquara,1,Entrância Inicial,306.62 Km,110V,"RUA SEBASTIÃO DE PAULA XAVIER , 268 - centro",17180-000,Iacanga,SP,3519105.0,Iacanga,13.0
752,Fórum Nova Granada II (CEJUSC),Não Informado,Não Informado,Não Informado,São José do Rio Preto,0,Entrância Inicial,434.12 Km,110V,"Rua Julio Frasson , s/n - Estação",15440-000,Nova Granada,SP,3533007.0,Nova Granada,16.0
753,Fórum Santo André II - (CEJUSC),(11) 4427-5617,Não Informado,Não Informado,Santo André,0,Entrância Final,16.31 Km,110V,"Avenida Dom Pedro II , 278 - Jardim",09080-000,Santo André,SP,3547809.0,Santo André,3.0
754,Fórum Santos IV - (CEJUSC),Não Informado,Não Informado,Não Informado,Santos,0,Entrância Final,55.26 Km,110V,"Rua Amador Bueno , 249 - Centro",11013-153,Santos,SP,3548500.0,Santos,1.0
755,Fórum São Caetano do Sul II - (CEJUSC),(11) 4239-3366,Não Informado,Não Informado,Santo André,0,Entrância Final,12.02 Km,110V,"avenida goiás , 3400 - barcelona",09550051,São Caetano do Sul,SP,3548807.0,São Caetano do Sul,3.0
756,Fórum São Carlos III - (CEJUSC),(16) 3413-8250,Não Informado,Não Informado,São Carlos,0,Entrância Final,213.29 Km,110V,"Rua Bento Carlos , 1028 - Centro",13560-660,São Carlos,SP,3548906.0,São Carlos,12.0
759,CEJUSC - Taboão da Serra,(11) 4701-0918,Não Informado,Não Informado,Itapecerica da Serra,0,Entrância Final,13.35 Km,110V,"Avenida Armando Andrade , 1315 - Pq. Santos Dumont",06754-210,Taboão da Serra,SP,3552809.0,Taboão da Serra,52.0
760,CEJUSC - Itatinga,(14) 3848-3039,Não Informado,Não Informado,Botucatu,0,Entrância Inicial,208.15 Km,110V,"Rua São João , 410 - Vila Prete",18690000,Itatinga,SP,3523503.0,Itatinga,23.0
761,Fórum Fernandópolis III (CEJUSC),Não Informado,Não Informado,Não Informado,Fernandópolis,0,Entrância Final,519.93 Km,110V,"Avenida dos Arnaldos , 1929/1933 - Parque Estoril",15600-306,Fernandópolis,SP,3515509.0,Fernandópolis,18.0
762,"Fórum Santa Cruz das Palmeiras II (CEJUSC, S. Técnico, Cart. Eleitoral)",(19) 3672-1117,Não Informado,Não Informado,Casa Branca,1,Entrância Inicial,201.42 Km,110V,"Rua Santa Cruz , 468 - Centro",13650-013,Santa Cruz das Palmeiras,SP,3546306.0,Santa Cruz das Palmeiras,43.0
763,Fórum Santos V - (Deecrim),Não Informado,Não Informado,santossadm@tjsp.jus.br,Santos,0,Entrância Final,55.26 Km,110V,"Rua Martim Afonso , 4/10 - Centro",11010-060,Santos,SP,3548500.0,Santos,1.0
764,Tribunal de Justiça (prov1),Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,Não Informado,"Pça da Sé , s/n - Centro",03000-000,São Paulo,SP,,,
765,Fórum Mirandópolis (Arquivo),Não Informado,Não Informado,Não Informado,Andradina,0,Entrância Inicial,531.92 Km,110V,"Praça João XXIII , 135 - Centro",16800-000,Mirandópolis,SP,3530102.0,Mirandópolis,37.0
766,Fórum Cotia II - Arquivo,Não Informado,Não Informado,Não Informado,Itapecerica da Serra,0,Entrância Intermediária,29.50 Km,110V,"Rua Jorge Caixe , 306 - Parque Bahia",06716-690,Cotia,SP,3513009.0,Cotia,52.0
767,CEJUSC - Cubatão (SESI),(13) 3365-2117,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,Não Informado,"Avenida Comendador Francisco Bernardo , 261 - Parque São Luiz",11533-360,Cubatão,SP,,,
768,Fórum Santa Cruz do Rio Pardo (Juizado Especial Cível),(14) 2227-1351,Não Informado,Não Informado,Ourinhos,0,Entrância Intermediária,314.61 Km,110V,"Pça Dr. Pedro Cesar Sampaio , 31 - Centro",18900-027,Santa Cruz do Rio Pardo,SP,3546405.0,Santa Cruz do Rio Pardo,25.0
769,X-Fórum Regional IV Lapa IV - CEJUSC [desativado],Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,Não Informado,"Rua Clemente Álvares , 120 - .Lapa",05074-050,São Paulo,SP,,,
770,CEJUSC Jardinópolis II,(16) 3663-0875,Não Informado,Não Informado,Ribeirão Preto,0,Entrância Inicial,304.30 Km,110V,"Rua Sete de Setembro , 241 - Centro",14680000,Jardinópolis,SP,3525102.0,Jardinópolis,41.0
771,Fórum II de Mogi das Cruzes - Braz Cubas (Criminal),(11) 2823-8107,Não Informado,Não Informado,Mogi das Cruzes,0,Entrância Final,45.75 Km,110V,"Av. Valentina Mello Freire Borenstein , 331 - Vila São Francisco",08735-270,Mogi das Cruzes,SP,3530607.0,Mogi das Cruzes,45.0
772,Fórum José Bonifácio I (Principal),(17) 3245-1390,Não Informado,josebonifacioadm@tjsp.jus.br,São José do Rio Preto,2,Entrância Inicial,418.94 Km,110V,"Av. Monsenhor Ângelo Angioni , 1.000 - Jd. das Palmeiras",15200-000,José Bonifácio,SP,3525706.0,José Bonifácio,16.0
773,Fórum Guarulhos IX - (CEJUSC II),Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,Não Informado,"Rua José de Andrade , 275 - Jd. Santa Francisca",07024-001,Guarulhos,SP,,,
774,Fórum II Rio Grande da Serra,Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,Não Informado,"Rua Agostinho Cardoso , 176 - Vila Figueiredo",09450-000,Rio Grande da Serra,SP,,,
775,Fórum Bragança Paulista IV (Res. Oficial),Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,Não Informado,"Aparício Valle , 195 - Jardim Nova Bragança",12914-460,Bragança Paulista,SP,,,
776,Fórum Bragança Paulista [desativado],Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,Não Informado,"Rua Voluntário Benjamin Capusso , s/n - Vila Bianchi",12910-280,Bragança Paulista,SP,,,
777,Fórum Taubaté V - (Cartório Setor Técnico),(12) 2124-9370,Não Informado,Não Informado,Taubaté,0,Entrância Final,124.73 Km,220V,"Rua Conselheiro Moreira de Barros , 75 - Centro",12010-080,Taubaté,SP,3554102.0,Taubaté,47.0
778,Fórum da Comarca de Tietê III (Cartório Eleitoral),(15) 3282-3133,Não Informado,Não Informado,Piracicaba,0,Entrância Inicial,120.81 Km,110V,"Rua Lara Campos , 105 - Centro",18530-000,Tietê,SP,3554508.0,Tietê,34.0
779,Fórum Mogi Guaçu IV - Setor Técnico,(19) 3019-2551,Não Informado,Não Informado,Mogi Mirim,0,Entrância Final,134.46 Km,110V,"Rua Waldomiro Martini , 118 - CENTRO",13840-054,Mogi Guaçu,SP,3530706.0,Mogi Guaçu,7.0
780,Fórum Regional IV Lapa  - JEC,(11) 2868-6849,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,Não Informado,"Rua Clemente Álvares , 100 - Lapa",05074-050,São Paulo,SP,,,
781,Fórum I Matão,(16) 3221-1901,Não Informado,mataoadm@tjsp.jus.br,Araraquara,5,Entrância Intermediária,279.85 Km,110V,"Rua Leandro Bocchi , 560 - Residencial Monte Carlo",15991-152,Matão,SP,3529302.0,Matão,13.0
782,Fórum III Leme - (CEJUSC),(19) 3554-6569,Não Informado,Não Informado,Pirassununga,0,Entrância Intermediária,170.00 Km,220V,"coronel João Franco Mourão , 561 - Centro",13610180,Leme,SP,3526704.0,Leme,11.0
783,Fórum da Comarca de São Sebastião da Grama (JEC),(19) 3646-3127,Não Informado,Não Informado,Casa Branca,0,Entrância Inicial,205.14 Km,220V,"Praça São Sebastião , s/n, sala nº 101 - Centro",13790-000,São Sebastião da Grama,SP,3550803.0,São Sebastião da Grama,43.0
784,Anexo do Juizado Especial Cível da Lapa (UNIP),Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,Não Informado,"Av. Santa Marina , 950 - Água Branca",05036-000,São Paulo,SP,,,
785,Museu do Tribunal de Justiça - GADE 9 de Julho,(11) 4635-9475,(11) 4635-9729,Não Informado,São Paulo,0,Não Informado,0.00 Km,110V,"Rua Conde de Sarzedas , 62/100 - Liberdade",01512-000,São Paulo,SP,3550308.0,São Paulo,0.0
786,Fórum São Joaquim da Barra II [desativado],Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,Não Informado,"Praça Magino Diniz Junqueira , 30 - Centro",14600-000,São Joaquim da Barra,SP,,,
787,Fórum Presidente Prudente [desativado],Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,Não Informado,"Avenida Coronel José Soares Marcondes , 3139 - Jardim Bongiovani",19050-230,Presidente Prudente,SP,,,
788,Fórum Dracena IV - (CEJUSC - POSTO AVANÇADO) [Desativado],Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,Não Informado,"Avenida José Bonifácio , 950 - Centro",17900-165,Dracena,SP,,,
790,Fórum Caconde  IV -  (CEJUSC),Não Informado,Não Informado,Não Informado,Casa Branca,0,Entrância Inicial,224.49 Km,110V,"Rua Benedito de Oliveira Santos , 55 - Fundos - Cetnro",13770-000,Caconde,SP,3508702.0,Caconde,43.0
791,Fórum Serra Negra IV - (ARQUIVO e a SADM),(19) 3892-2364,Não Informado,Não Informado,Amparo,0,Entrância Inicial,104.29 Km,110V,"Praça Barão do Rio Branco , s/nº - Centro",13930-000,Serra Negra,SP,3551603.0,Serra Negra,54.0
792,Fórum da Comarca de Cesário Lange,(15) 3415-5151,Não Informado,Não Informado,Itapetininga,1,Entrância Inicial,139.06 Km,110V,"Rua do Comércio , 691 - Centro",18285-000,Cesário Lange,SP,3511607.0,Cesário Lange,22.0
793,Fórum II Ribeirão Bonito,Não Informado,(16) 3344-1732,Não Informado,Não Informado,0,Não Informado,Não Informado,Não Informado,"Rua João Alves Delfino , 304 - Centro",13580000,Ribeirão Bonito,SP,,,
794,Fórum II Angatuba (Residência Oficial),(15) 3255-9813,Não Informado,Não Informado,Itapetininga,0,Entrância Inicial,181.28 Km,110V,"rua publio de almeida melo , 832 - Centro",18240000,Angatuba,SP,3502200.0,Angatuba,22.0
795,Fórum Rio Claro V - (Estacionamento),Não Informado,(19) 3523-4498,Não Informado,Rio Claro,0,Entrância Final,157.95 Km,110V,"Avenida 07 , 606 - Centro",13500370,Rio Claro,SP,3543907.0,Rio Claro,9.0
796,Fórum Ipaussu III (Terreno),Não Informado,Não Informado,Não Informado,Ourinhos,0,Entrância Inicial,310.17 Km,110V,"Av. Emília Rodrigues Moraes Leite , 1555 - Centro",18950-500,Ipaussu,SP,3520905.0,Ipaussu,25.0
797,Fórum II Tupi Paulista,Não Informado,Não Informado,Não Informado,Dracena,0,Entrância Inicial,561.35 Km,110V,"Rua Princesa Isabel , 385 - Centro",17930000,Tupi Paulista,SP,3555109.0,Tupi Paulista,29.0
798,Fórum II Guararapes (Residência Oficial),Não Informado,Não Informado,Não Informado,Araçatuba,0,Entrância Inicial,484.03 Km,110V,"Rua Seis de Junho , 604 - Centro",00000000,Guararapes,SP,3518206.0,Guararapes,36.0
799,Fórum II Monte Azul Paulista (Residência Oficial),Não Informado,Não Informado,Não Informado,Barretos,0,Entrância Inicial,358.90 Km,110V,"Rua Quintino Bocaiuva , 44 - Centro",14730000,Monte Azul Paulista,SP,3531506.0,Monte Azul Paulista,14.0
800,Fórum Maracaí III - Anexo do Ofício  - Seção Criminal,(18) 3371-8601,(18) 3371-8603,maracai@tjsp.jus.br,Assis,1,Entrância Inicial,425.27 Km,220V,"Avenida São Paulo , 424-B - Centro",19840-011,Maracaí,SP,3528809.0,Maracaí,26.0
801,Fórum II Birigui (Depósito),Não Informado,Não Informado,Não Informado,Araçatuba,0,Entrância Intermediária,456.07 Km,110V,"na Rua Belmont , 962 - Não informado",00000000,Birigui,SP,3506508.0,Birigui,36.0
802,Fórum Bebedouro (Residência Oficial),Não Informado,Não Informado,Não Informado,Barretos,0,Entrância Intermediária,345.65 Km,110V,"Rua Prudente de Moraes , 850 - Centro",14701130,Bebedouro,SP,3506102.0,Bebedouro,14.0
803,Fórum Bilac (Residência Oficial),Não Informado,Não Informado,Não Informado,Araçatuba,0,Entrância Inicial,460.54 Km,110V,"Praça Oswaldo Martins , 200 - Centro",00000000,Bilac,SP,3506409.0,Bilac,36.0
804,Prédio do Juizado Especial Cível VII Sorocaba – anexo FADI,(15) 3359-9629,Não Informado,Não Informado,Sorocaba,2,Entrância Final,83.96 Km,110V,"Rua Capitão Nascimento Filho , 76 - Jardim Vergueiro",18030-123,Sorocaba,SP,3552205.0,Sorocaba,19.0
805,Fórum Ipaussu IV,Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,Não Informado,"Praça Dr. Breno de Noronha , 360 - Centro",18950000,Ipaussu,SP,,,
806,Fórum II Cravinhos (Residência Oficial),Não Informado,Não Informado,Não Informado,Ribeirão Preto,0,Entrância Inicial,269.98 Km,110V,"Avenida Fagundes , 199 - Centro",14140000,Cravinhos,SP,3513108.0,Cravinhos,41.0
807,Fórum II Santo Anastácio (Residência Oficial) (Desativado),Não Informado,(18) 3263-9602,Não Informado,Não Informado,0,Não Informado,Não Informado,Não Informado,"Rua Visconde de Mauá , 565 - Centro",19360000,Santo Anastácio,SP,,,
808,Fórum Presidente Bernardes (CEJUSC),(18) 99719-1120,(18) 2144-9001,Não Informado,Presidente Prudente,0,Entrância Inicial,532.40 Km,110V,"Rua Dr. Arthur Falcone , 306 - Centro",19300000,Presidente Bernardes,SP,3541208.0,Presidente Bernardes,27.0
809,Fórum II Patrocínio Paulista,Não Informado,Não Informado,Não Informado,Franca,0,Entrância Inicial,330.22 Km,110V,"Rua Pio Avelino , 1458 - Centro",00000000,Patrocínio Paulista,SP,3536307.0,Patrocínio Paulista,38.0
810,Fórum Espírito Santo do Pinhal IV (Residência Oficial),Não Informado,Não Informado,Não Informado,São João da Boa Vista,0,Entrância Inicial,151.27 Km,110V,"Praça Alvares Florence , 130 - Centro",13990000,Espírito Santo do Pinhal,SP,3515186.0,Espírito Santo do Pinhal,50.0
811,Residência Oficial - cedida para Prefeitura Municipal de Bariri-19ª Zona Eleitor,Não Informado,(14) 3662-3129,Não Informado,Jaú,0,Entrância Inicial,270.85 Km,110V,"Rua Francisco de Paula Carvalho , 41 - Não informado",17250-000,Bariri,SP,3505203.0,Bariri,33.0
812,Fórum Suzano III - (Violência Doméstica),(11) 3489-2432,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,Não Informado,"Av. Paulo Portela S/N - Jardim Paulista - Prédio do Fórum  (sala 42) , S/N - Centro",08675-230,Suzano,SP,,,
813,Fórum III Garça (Residência Oficial),Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,Não Informado,"Rua Maria Helena , 78 - Willians",17400-000,Garça,SP,,,
814,Fórum São Carlos (desativado),Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,Não Informado,"Rua Antonio Rodrigues Cajado , 1777 - Vila Monteiro",13560-291,São Carlos,SP,,,
815,Fórum Poá IV (Desativado e demolido),Não Informado,Não Informado,Não Informado,Mogi das Cruzes,0,Entrância Intermediária,29.75 Km,110V,"Av. Antonio Massa , 155 - Não informado",08550-350,Poá,SP,3539806.0,Poá,45.0
816,Fórum V de Franca,Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,Não Informado,"Av. Dr. Ismael Alonso Y. Alonso , 2301 - Jd. Piratininga",14401426,Franca,SP,,,
817,Fórum IV de Franca - Res Oficial (desativado),Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,Não Informado,"R. Major Claudiano , 1372 - Centro",14400690,Franca,SP,,,
818,Fórum São José dos Campos IV (Univap),Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,Não Informado,"Praça Cândido Dias Castejon , 116 - Centro",12245-913,São José dos Campos,SP,,,
819,Fórum São José dos Campos IV (Anexo Unip),Não Informado,Não Informado,Não Informado,São José dos Campos,0,Entrância Final,86.77 Km,110V,"Avenida Francisco José Longo , 1320 - Jardim São Dimas",12245-001,São José dos Campos,SP,3549904.0,São José dos Campos,46.0
820,Prédio do CEJUSC VIII Sorocaba - Casa do Cidadão da Nogueira Padilha,(15) 3211-1391,Não Informado,Não Informado,Sorocaba,0,Entrância Final,83.96 Km,110V,"Av. Nogueira Padilha , 1502 - Vila Hortência",18020-002,Sorocaba,SP,3552205.0,Sorocaba,19.0
821,Fórum II São Simão (Residência Oficial),Não Informado,Não Informado,Não Informado,Ribeirão Preto,0,Entrância Inicial,248.51 Km,110V,"Rua Marechal Deodoro da Fonseca , 553 - Centro",14200-000,São Simão,SP,3550902.0,São Simão,41.0
822,Fórum Francisco Morato IV,Não Informado,Não Informado,francmoratoadm@tjsp.jus.br,Jundiaí,0,Entrância Final,31.60 Km,110V,"Rua João Mendes Júnior , 614 - Jardim Professor Francisco Morato",07910-220,Francisco Morato,SP,3516309.0,Francisco Morato,5.0
823,Fórum Itanhaém III (Residência Oficial),Não Informado,Não Informado,Não Informado,Itanhaém,0,Entrância Final,72.30 Km,110V,"Avenida Demerval Pereira Leite , 164 - Centro",11740-000,Itanhaém,SP,3522109.0,Itanhaém,56.0
824,Fórum III Novo Horizonte (Juizado Especial Cível e Criminal),(17) 3543-9401,Não Informado,Não Informado,Catanduva,0,Entrância Inicial,352.11 Km,220V,"RUA SETE DE SETEMBRO , 869 - CENTRO",14960-058,Novo Horizonte,SP,3533502.0,Novo Horizonte,15.0
825,Fórum Paranapanema III - (Seção de Execução Fiscal),(14) 3713-9608,Não Informado,paranapanemaadm@tjsp.jus.br,Avaré,0,Entrância Inicial,213.59 Km,110V,"Rua Avaré , 400 - Centro",18720-025,Paranapanema,SP,3535804.0,Paranapanema,24.0
826,Fórum II Taquarituba (Residência Oficial),(14) 3762-8605,Não Informado,Não Informado,Avaré,0,Entrância Inicial,265.85 Km,110V,"R. Marechal Deodoro da Fonseca , 393 - Centro",18740-000,Taquarituba,SP,3553807.0,Taquarituba,24.0
827,Foro Regional II - Santo Amaro - Casa do Advogado,Não Informado,Não Informado,Não Informado,São Paulo,0,Não Informado,0.00 Km,110V,"Rua Alexandre Dumas , 224 - Santo Amaro",00000000,São Paulo,SP,3550308.0,São Paulo,0.0
828,Fórum II Ourinhos (Residência Oficial),Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,Não Informado,"Rua Abuassali Abujamra , 11 - Jardim Paulista",19907170,Ourinhos,SP,,,
